"Month","Division","Car Class","Total Miles","Number of Failures","Number of Cars","MDBF","12-Month Average MDBF"
"2026-06-01","A","R142","4,645,872","41","1,025","113314.0","127,544"
"2026-06-01","A","R142A","972,975","6","220","162163.0","127,599"
"2026-06-01","B","R143","934,940","13","212","71918.0","139,048"
"2026-06-01","B","R160","7,000,883","21","1,662","333375.0","184,064"
"2026-06-01","B","R179","1,166,510","8","318","145814.0","146,405"
"2026-06-01","A","R188-CONVERSION","1,337,065","5","380","267413.0","315,223"
"2026-06-01","A","R188-NEW","510,939","0","126",,"368,536"
"2026-06-01","B","R211A","3,835,625","20","860","191781.0","282,770"
"2026-06-01","B","R211T","52,300","1","20","52300.0","221,218"
"2026-06-01","B","R46","1,292,332","20","332","64617.0","57,385"
"2026-06-01","A","R62","1,345,579","16","315","84099.0","100,481"
"2026-06-01","A","R62A","3,610,704","60","823","60178.0","77,410"
"2026-06-01","B","R68","2,202,522","19","421","115922.0","105,088"
"2026-06-01","B","R68A","897,798","9","200","99755.0","75,002"
"2026-05-01","A","R142","4,529,546","39","1,025","116142.0","128,901"
"2026-05-01","A","R142A","908,479","11","220","82589.0","123,334"
"2026-05-01","B","R143","952,603","6","212","158767.0","147,624"
"2026-05-01","B","R160","6,923,699","38","1,662","182203.0","178,133"
"2026-05-01","B","R179","1,217,478","11","318","110680.0","150,331"
"2026-05-01","A","R188-CONVERSION","1,233,965","3","380","411322.0","286,820"
"2026-05-01","A","R188-NEW","435,917","0","126",,"365,272"
"2026-05-01","B","R211A","3,551,394","14","810","253671.0","297,008"
"2026-05-01","B","R211T","41,145","0","20",,"322,290"
"2026-05-01","B","R46","1,450,482","22","372","65931.0","58,598"
"2026-05-01","A","R62","1,400,615","3","315","466872.0","102,758"
"2026-05-01","A","R62A","3,513,933","42","823","83665.0","79,562"
"2026-05-01","B","R68","2,212,732","19","425","116460.0","106,470"
"2026-05-01","B","R68A","911,360","9","200","101262.0","75,804"
"2026-04-01","A","R142","4,579,690","37","1,025","123775.0","131,456"
"2026-04-01","A","R142A","944,640","4","220","236160.0","132,219"
"2026-04-01","B","R143","1,047,255","9","212","116362.0","130,374"
"2026-04-01","B","R160","7,286,138","32","1,662","227692.0","182,505"
"2026-04-01","B","R179","1,027,452","12","318","85621.0","161,496"
"2026-04-01","A","R188-CONVERSION","1,411,590","2","380","705795.0","285,201"
"2026-04-01","A","R188-NEW","449,445","3","126","149815.0","346,412"
"2026-04-01","B","R211A","3,694,083","11","770","335826.0","301,933"
"2026-04-01","B","R211T","61,455","0","20",,"166,007"
"2026-04-01","B","R46","1,510,832","21","376","71944.0","59,112"
"2026-04-01","A","R62","1,430,625","13","315","110048.0","93,402"
"2026-04-01","A","R62A","3,641,930","46","823","79172.0","79,512"
"2026-04-01","B","R68","2,207,292","29","425","76114.0","106,680"
"2026-04-01","B","R68A","914,704","17","200","53806.0","75,296"
"2026-03-01","A","R142","4,797,189","30","1,025","159906.0","133,009"
"2026-03-01","A","R142A","917,009","9","220","101890.0","128,686"
"2026-03-01","B","R143","1,072,788","7","212","153255.0","140,242"
"2026-03-01","B","R160","7,419,058","35","1,662","211973.0","182,785"
"2026-03-01","B","R179","1,106,929","5","318","221386.0","163,548"
"2026-03-01","A","R188-CONVERSION","1,451,875","2","380","725938.0","276,102"
"2026-03-01","A","R188-NEW","472,054","2","126","236027.0","370,830"
"2026-03-01","B","R211A","3,701,062","12","750","308422.0","297,730"
"2026-03-01","B","R211T","25,320","0","20",,"142,256"
"2026-03-01","B","R46","1,596,760","25","420","63870.0","59,596"
"2026-03-01","A","R62","1,437,460","14","315","102676.0","96,396"
"2026-03-01","A","R62A","3,899,859","41","823","95119.0","79,214"
"2026-03-01","B","R68","2,254,752","21","425","107369.0","107,437"
"2026-03-01","B","R68A","881,908","14","200","62993.0","79,289"
"2026-02-01","A","R142","4,062,217","31","1,025","131039.0","134,481"
"2026-02-01","A","R142A","835,561","8","220","104445.0","132,133"
"2026-02-01","B","R143","854,844","8","212","106856.0","131,365"
"2026-02-01","B","R160","6,358,006","29","1,662","219242.0","182,765"
"2026-02-01","B","R179","994,993","5","318","198999.0","153,595"
"2026-02-01","A","R188-CONVERSION","1,187,570","2","380","593785.0","260,223"
"2026-02-01","A","R188-NEW","424,831","1","126","424831.0","426,719"
"2026-02-01","B","R211A","3,000,723","13","720","230825.0","297,356"
"2026-02-01","B","R211T","43,415","0","20",,"116,154"
"2026-02-01","B","R46","1,627,839","20","420","81392.0","58,018"
"2026-02-01","A","R62","1,218,904","9","315","135434.0","98,833"
"2026-02-01","A","R62A","3,473,328","53","823","65534.0","79,077"
"2026-02-01","B","R68","1,922,577","21","425","91551.0","110,873"
"2026-02-01","B","R68A","690,852","18","200","38381.0","78,130"
"2026-01-01","A","R142","4,734,417","49","1,025","96621.0","138,051"
"2026-01-01","A","R142A","1,004,800","8","220","125600.0","134,032"
"2026-01-01","B","R143","880,224","6","212","146704.0","132,251"
"2026-01-01","B","R160","7,181,059","47","1,662","152788.0","182,722"
"2026-01-01","B","R179","1,113,639","10","318","111364.0","147,993"
"2026-01-01","A","R188-CONVERSION","1,342,860","6","380","223810.0","255,972"
"2026-01-01","A","R188-NEW","442,290","0","126",,"366,591"
"2026-01-01","B","R211A","3,346,389","12","700","278866.0","299,973"
"2026-01-01","B","R211T","92,040","1","20","92040.0","104,735"
"2026-01-01","B","R46","1,724,962","36","432","47916.0","56,410"
"2026-01-01","A","R62","1,217,041","9","315","135227.0","100,097"
"2026-01-01","A","R62A","3,748,522","48","823","78094.0","78,406"
"2026-01-01","B","R68","2,169,344","22","425","98607.0","110,553"
"2026-01-01","B","R68A","889,764","13","200","68443.0","81,345"
"2025-12-01","A","R142","4,814,314","35","1,025","137552.0","144,807"
"2025-12-01","A","R142A","1,033,113","7","220","147588.0","137,901"
"2025-12-01","B","R143","1,065,363","3","212","355121.0","129,805"
"2025-12-01","B","R160","7,442,112","54","1,662","137817.0","185,234"
"2025-12-01","B","R179","1,118,555","8","318","139819.0","149,878"
"2025-12-01","A","R188-CONVERSION","1,355,723","10","380","135572.0","256,738"
"2025-12-01","A","R188-NEW","466,203","0","126",,"343,708"
"2025-12-01","B","R211A","3,405,194","5","670","681039.0","296,089"
"2025-12-01","B","R211T","96,055","0","20",,"113,076"
"2025-12-01","B","R46","1,946,979","43","444","45279.0","56,882"
"2025-12-01","A","R62","1,356,114","10","315","135611.0","96,063"
"2025-12-01","A","R62A","3,703,039","40","823","92576.0","78,920"
"2025-12-01","B","R68","2,226,000","22","425","101182.0","108,592"
"2025-12-01","B","R68A","829,262","16","200","51829.0","77,987"
"2025-11-01","A","R142","4,426,222","35","1,025","126463.0","144,883"
"2025-11-01","A","R142A","991,930","8","220","123991.0","135,408"
"2025-11-01","B","R143","923,806","5","212","184761.0","117,812"
"2025-11-01","B","R160","7,046,402","40","1,662","176160.0","193,704"
"2025-11-01","B","R179","1,045,940","9","318","116216.0","148,021"
"2025-11-01","A","R188-CONVERSION","1,151,715","4","380","287929.0","270,267"
"2025-11-01","A","R188-NEW","415,047","2","126","207524.0","304,721"
"2025-11-01","B","R211A","3,197,517","9","650","355280.0","279,919"
"2025-11-01","B","R211T","87,550","0","20",,"107,764"
"2025-11-01","B","R46","1,872,509","35","448","53500.0","57,545"
"2025-11-01","A","R62","1,254,786","12","315","104566.0","89,775"
"2025-11-01","A","R62A","3,468,870","39","823","88945.0","80,173"
"2025-11-01","B","R68","2,079,018","11","425","189002.0","108,203"
"2025-11-01","B","R68A","811,004","9","200","90112.0","84,381"
"2025-10-01","A","R142","4,779,550","31","1,025","154179.0","143,870"
"2025-10-01","A","R142A","1,049,710","3","220","349903.0","135,108"
"2025-10-01","B","R143","894,056","6","212","149009.0","115,666"
"2025-10-01","B","R160","7,609,125","35","1,662","217404.0","192,150"
"2025-10-01","B","R179","1,232,714","12","318","102726.0","159,223"
"2025-10-01","A","R188-CONVERSION","1,362,515","3","380","454172.0","264,303"
"2025-10-01","A","R188-NEW","436,078","2","126","218039.0","321,224"
"2025-10-01","B","R211A","3,292,336","19","620","173281.0","276,157"
"2025-10-01","B","R211T","95,770","0","20",,"83,535"
"2025-10-01","B","R46","1,927,090","30","466","64236.0","57,771"
"2025-10-01","A","R62","1,333,565","13","315","102582.0","89,342"
"2025-10-01","A","R62A","3,946,482","38","823","103855.0","80,174"
"2025-10-01","B","R68","2,191,571","24","425","91315.0","106,468"
"2025-10-01","B","R68A","1,061,440","17","200","62438.0","83,644"
"2025-09-01","A","R142","4,398,310","32","1,025","137447.0","147,218"
"2025-09-01","A","R142A","974,430","13","220","74956.0","132,992"
"2025-09-01","B","R143","1,014,924","9","212","112769.0","114,700"
"2025-09-01","B","R160","7,236,983","41","1,662","176512.0","193,518"
"2025-09-01","B","R179","1,220,408","3","318","406803.0","153,346"
"2025-09-01","A","R188-CONVERSION","1,394,955","6","380","232493.0","252,843"
"2025-09-01","A","R188-NEW","506,225","0","126",,"364,267"
"2025-09-01","B","R211A","3,055,265","10","600","305527.0","283,705"
"2025-09-01","B","R211T","106,305","0","20",,"77,259"
"2025-09-01","B","R46","1,856,947","40","474","46424.0","57,672"
"2025-09-01","A","R62","1,299,718","17","315","76454.0","86,717"
"2025-09-01","A","R62A","3,599,087","47","823","76576.0","77,614"
"2025-09-01","B","R68","2,118,762","16","425","132423.0","108,393"
"2025-09-01","B","R68A","967,024","6","200","161171.0","78,916"
"2025-08-01","A","R142","4,607,056","34","1,025","135502.0","147,252"
"2025-08-01","A","R142A","965,064","4","220","241266.0","139,499"
"2025-08-01","B","R143","1,062,504","6","212","177084.0","112,107"
"2025-08-01","B","R160","7,154,010","45","1,662","158978.0","191,933"
"2025-08-01","B","R179","1,341,979","7","318","191711.0","146,326"
"2025-08-01","A","R188-CONVERSION","1,428,175","5","380","285635.0","265,360"
"2025-08-01","A","R188-NEW","475,989","3","126","158663.0","359,400"
"2025-08-01","B","R211A","2,897,120","9","570","321902.0","287,533"
"2025-08-01","B","R211T","94,715","0","20",,"70,058"
"2025-08-01","B","R46","2,118,532","37","490","57258.0","56,646"
"2025-08-01","A","R62","1,389,575","11","315","126325.0","90,656"
"2025-08-01","A","R62A","3,776,878","58","823","65119.0","76,650"
"2025-08-01","B","R68","2,258,600","20","425","112930.0","108,768"
"2025-08-01","B","R68A","811,268","4","200","202817.0","72,946"
"2025-07-01","A","R142","4,597,229","37","1,025","124249.0","146,275"
"2025-07-01","A","R142A","1,141,382","11","220","103762.0","129,418"
"2025-07-01","B","R143","976,740","6","212","162790.0","110,597"
"2025-07-01","B","R160","7,116,417","49","1,662","145233.0","198,989"
"2025-07-01","B","R179","1,321,879","5","318","264376.0","150,837"
"2025-07-01","A","R188-CONVERSION","1,418,374","3","380","472791.0","269,407"
"2025-07-01","A","R188-NEW","493,017","2","126","246509.0","413,592"
"2025-07-01","B","R211A","2,893,794","7","550","413399.0","265,298"
"2025-07-01","B","R211T","88,800","2","20","44400.0","55,652"
"2025-07-01","B","R46","2,364,627","42","520","56301.0","54,711"
"2025-07-01","A","R62","1,392,925","33","315","42210.0","88,098"
"2025-07-01","A","R62A","3,818,493","59","823","64720.0","76,003"
"2025-07-01","B","R68","2,113,580","23","425","91895.0","108,566"
"2025-07-01","B","R68A","833,840","8","200","104230.0","69,950"
"2025-06-01","A","R142","4,586,038","36","1,025","127390.0","147,251"
"2025-06-01","A","R142A","1,073,975","10","220","107398.0","134,065"
"2025-06-01","B","R143","917,223","8","212","114653.0","112,201"
"2025-06-01","B","R160","7,087,229","37","1,662","191547.0","210,662"
"2025-06-01","B","R179","1,238,792","6","318","206465.0","149,293"
"2025-06-01","A","R188-CONVERSION","1,322,590","10","380","132259.0","253,626"
"2025-06-01","A","R188-NEW","461,979","0","126",,"447,188"
"2025-06-01","B","R211A","2,576,165","9","510","286241.0","250,478"
"2025-06-01","B","R211T","134,300","0","20",,"46,236"
"2025-06-01","B","R46","2,386,879","31","532","76996.0","50,910"
"2025-06-01","A","R62","1,298,990","12","315","108249.0","101,653"
"2025-06-01","A","R62A","3,805,327","47","823","80964.0","75,948"
"2025-06-01","B","R68","2,117,944","15","425","141196.0","108,181"
"2025-06-01","B","R68A","858,492","7","200","122642.0","69,146"
"2025-05-01","A","R142","4,697,936","32","1,025","146811.0","147,591"
"2025-05-01","A","R142A","1,100,340","6","220","183390.0","137,360"
"2025-05-01","B","R143","1,023,916","17","212","60230.0","113,226"
"2025-05-01","B","R160","7,205,926","28","1,662","257355.0","212,939"
"2025-05-01","B","R179","1,286,915","5","318","257383.0","154,718"
"2025-05-01","A","R188-CONVERSION","1,428,524","4","380","357131.0","275,836"
"2025-05-01","A","R188-NEW","499,427","1","126","499427.0","412,442"
"2025-05-01","B","R211A","2,380,078","8","470","297510.0","249,598"
"2025-05-01","B","R211T","70,315","3","20","23438.0","39,560"
"2025-05-01","B","R46","2,533,568","37","640","68475.0","49,378"
"2025-05-01","A","R62","1,342,080","18","315","74560.0","100,675"
"2025-05-01","A","R62A","3,883,358","47","823","82625.0","75,443"
"2025-05-01","B","R68","2,157,211","18","425","119845.0","106,799"
"2025-05-01","B","R68A","841,296","9","200","93477.0","67,410"
"2025-04-01","A","R142","4,698,091","33","1,025","142366.0","150,013"
"2025-04-01","A","R142A","1,009,200","7","220","144171.0","132,300"
"2025-04-01","B","R143","953,728","2","212","476864.0","125,293"
"2025-04-01","B","R160","7,235,628","31","1,662","233407.0","212,829"
"2025-04-01","B","R179","1,042,418","11","318","94765.0","152,584"
"2025-04-01","A","R188-CONVERSION","1,445,130","4","380","361283.0","257,889"
"2025-04-01","A","R188-NEW","469,310","2","126","234655.0","447,033"
"2025-04-01","B","R211A","2,279,725","8","450","284966.0","244,555"
"2025-04-01","B","R211T","61,210","1","20","61210.0","43,956"
"2025-04-01","B","R46","2,715,908","38","640","71471.0","48,667"
"2025-04-01","A","R62","1,364,135","7","315","194876.0","104,766"
"2025-04-01","A","R62A","3,791,202","50","823","75824.0","74,224"
"2025-04-01","B","R68","2,175,549","27","425","80576.0","110,279"
"2025-04-01","B","R68A","831,475","9","200","92386.0","66,718"
"2025-03-01","A","R142","4,735,908","25","1,025","189436.0","153,860"
"2025-03-01","A","R142A","976,694","7","220","139528.0","136,427"
"2025-03-01","B","R143","992,834","12","212","82736.0","119,746"
"2025-03-01","B","R160","7,226,749","34","1,662","212551.0","217,531"
"2025-03-01","B","R179","1,018,894","10","318","101889.0","162,675"
"2025-03-01","A","R188-CONVERSION","1,295,695","5","380","259139.0","252,434"
"2025-03-01","A","R188-NEW","456,951","0","126",,"447,553"
"2025-03-01","B","R211A","2,168,995","7","430","309856.0","239,801"
"2025-03-01","B","R211T","74,915","2","20","37458.0","42,231"
"2025-03-01","B","R46","2,742,362","56","644","48971.0","48,039"
"2025-03-01","A","R62","1,345,405","9","315","149489.0","103,067"
"2025-03-01","A","R62A","3,663,681","39","823","93941.0","74,426"
"2025-03-01","B","R68","2,303,231","14","425","164517.0","115,073"
"2025-03-01","B","R68A","887,476","16","200","55467.0","63,783"
"2025-02-01","A","R142","4,283,580","22","1,025","194708.0","152,640"
"2025-02-01","A","R142A","876,250","7","220","125179.0","133,179"
"2025-02-01","B","R143","932,775","8","212","116597.0","132,814"
"2025-02-01","B","R160","6,155,039","28","1,662","219823.0","215,496"
"2025-02-01","B","R179","1,077,185","9","318","119687.0","181,042"
"2025-02-01","A","R188-CONVERSION","1,179,965","3","380","393322.0","265,727"
"2025-02-01","A","R188-NEW","376,353","3","126","125451.0","382,179"
"2025-02-01","B","R211A","1,804,430","8","380","225554.0","231,762"
"2025-02-01","B","R211T","45,370","1","20","45370.0","43,424"
"2025-02-01","B","R46","2,604,619","50","696","52092.0","47,811"
"2025-02-01","A","R62","1,221,005","7","315","174429.0","107,313"
"2025-02-01","A","R62A","3,408,013","57","823","59790.0","72,819"
"2025-02-01","B","R68","2,069,172","23","425","89964.0","113,231"
"2025-02-01","B","R68A","708,419","13","200","54494.0","67,579"
"2025-01-01","A","R142","4,836,897","31","1,025","156029.0","149,831"
"2025-01-01","A","R142A","1,081,119","6","220","180187.0","133,650"
"2025-01-01","B","R143","1,054,372","9","212","117152.0","143,944"
"2025-01-01","B","R160","7,062,286","40","1,662","176557.0","217,045"
"2025-01-01","B","R179","843,132","7","318","120447.0","189,055"
"2025-01-01","A","R188-CONVERSION","1,391,145","6","380","231858.0","255,619"
"2025-01-01","A","R188-NEW","442,747","1","126","442747.0","493,941"
"2025-01-01","B","R211A","2,026,970","9","360","225219.0","232,699"
"2025-01-01","B","R211T","62,380","0","20",,"43,146"
"2025-01-01","B","R46","2,859,182","52","696","54984.0","47,659"
"2025-01-01","A","R62","1,444,289","18","315","80238.0","104,969"
"2025-01-01","A","R62A","3,883,075","46","823","84415.0","74,782"
"2025-01-01","B","R68","2,251,475","27","425","83388.0","114,344"
"2025-01-01","B","R68A","853,279","18","200","47404.0","66,893"
"2024-12-01","A","R142","4,698,654","34","1,025","138196.0","153,755"
"2024-12-01","A","R142A","1,082,015","9","220","120224.0","130,829"
"2024-12-01","B","R143","916,520","11","212","83320.0","161,042"
"2024-12-01","B","R160","7,868,657","36","1,662","218574.0","224,073"
"2024-12-01","B","R179","1,095,700","9","318","121744.0","197,034"
"2024-12-01","A","R188-CONVERSION","1,397,225","7","380","199604.0","249,228"
"2024-12-01","A","R188-NEW","451,846","2","126","225923.0","449,866"
"2024-12-01","B","R211A","1,938,780","6","340","323130.0","234,229"
"2024-12-01","B","R211T","48,250","0","20",,"34,235"
"2024-12-01","B","R46","2,790,182","52","696","53657.0","46,532"
"2024-12-01","A","R62","1,293,485","21","315","61595.0","113,347"
"2024-12-01","A","R62A","3,852,409","33","823","116740.0","73,397"
"2024-12-01","B","R68","2,240,811","23","425","97427.0","122,478"
"2024-12-01","B","R68A","829,408","6","200","138235.0","71,934"
"2024-11-01","A","R142","4,758,472","40","1,025","118962.0","158,005"
"2024-11-01","A","R142A","964,660","8","220","120583.0","131,385"
"2024-11-01","B","R143","942,712","7","212","134673.0","171,371"
"2024-11-01","B","R160","7,893,707","48","1,662","164452.0","231,195"
"2024-11-01","B","R179","973,184","2","318","486592.0","205,466"
"2024-11-01","A","R188-CONVERSION","1,322,515","6","380","220419.0","248,722"
"2024-11-01","A","R188-NEW","390,894","1","126","390894.0","491,204"
"2024-11-01","B","R211A","1,682,780","5","310","336556.0","220,192"
"2024-11-01","B","R211T","36,555","2","20","18278.0","27,342"
"2024-11-01","B","R46","2,794,413","49","696","57029.0","46,517"
"2024-11-01","A","R62","1,356,395","14","315","96885.0","125,085"
"2024-11-01","A","R62A","3,630,051","41","823","88538.0","72,764"
"2024-11-01","B","R68","1,980,237","14","425","141446.0","124,076"
"2024-11-01","B","R68A","804,852","10","200","80485.0","70,009"
"2024-10-01","A","R142","4,897,482","23","1,025","212934.0","159,332"
"2024-10-01","A","R142A","990,105","4","220","247526.0","141,228"
"2024-10-01","B","R143","1,025,864","8","212","128233.0","184,684"
"2024-10-01","B","R160","9,001,557","39","1,662","230809.0","243,582"
"2024-10-01","B","R179","1,187,313","15","318","79154.0","206,342"
"2024-10-01","A","R188-CONVERSION","1,410,499","6","380","235083.0","256,355"
"2024-10-01","A","R188-NEW","439,260","0","126",,"497,073"
"2024-10-01","B","R211A","1,531,600","10","300","153160.0","202,561"
"2024-10-01","B","R211T","26,730","0","20",,"30,968"
"2024-10-01","B","R46","3,202,511","53","696","60425.0","45,492"
"2024-10-01","A","R62","1,468,040","20","315","73402.0","133,881"
"2024-10-01","A","R62A","3,827,175","55","823","69585.0","72,662"
"2024-10-01","B","R68","2,119,250","19","425","111539.0","121,881"
"2024-10-01","B","R68A","795,564","21","200","37884.0","69,173"
"2024-09-01","A","R142","4,411,329","32","1,025","137854.0","159,513"
"2024-09-01","A","R142A","1,015,120","9","220","112791.0","135,211"
"2024-09-01","B","R143","972,087","11","212","88372.0","206,447"
"2024-09-01","B","R160","7,665,934","47","1,662","163105.0","241,874"
"2024-09-01","B","R179","1,180,964","7","318","168709.0","244,829"
"2024-09-01","A","R188-CONVERSION","1,412,485","3","380","470828.0","243,791"
"2024-09-01","A","R188-NEW","433,232","0","126",,"365,967"
"2024-09-01","B","R211A","1,409,990","3","280","469997.0","224,039"
"2024-09-01","B","R211T","27,100","0","20",,"25,622"
"2024-09-01","B","R46","3,005,242","70","696","42932.0","44,245"
"2024-09-01","A","R62","1,220,490","8","315","152561.0","152,304"
"2024-09-01","A","R62A","3,653,607","55","823","66429.0","74,921"
"2024-09-01","B","R68","2,099,716","15","425","139981.0","123,300"
"2024-09-01","B","R68A","719,432","13","200","55341.0","75,913"
"2024-08-01","A","R142","4,675,579","37","1,025","126367.0","166,601"
"2024-08-01","A","R142A","983,834","11","220","89439.0","135,067"
"2024-08-01","B","R143","1,014,539","7","212","144934.0","245,103"
"2024-08-01","B","R160","7,428,912","30","1,662","247630.0","258,316"
"2024-08-01","B","R179","1,308,951","4","318","327238.0","252,331"
"2024-08-01","A","R188-CONVERSION","1,409,654","4","380","352414.0","230,407"
"2024-08-01","A","R188-NEW","461,682","1","126","461682.0","349,119"
"2024-08-01","B","R211A","1,448,830","11","260","131712.0","187,146"
"2024-08-01","B","R211T","47,550","2","20","23775.0","20,202"
"2024-08-01","B","R46","3,155,112","76","700","41515.0","43,529"
"2024-08-01","A","R62","1,374,765","16","315","85923.0","152,453"
"2024-08-01","A","R62A","3,777,533","63","823","59961.0","78,485"
"2024-08-01","B","R68","2,210,632","20","425","110532.0","124,395"
"2024-08-01","B","R68A","829,504","10","200","82950.0","77,733"
"2024-07-01","A","R142","4,675,362","35","1,025","133582.0","177,739"
"2024-07-01","A","R142A","1,046,600","7","220","149514.0","141,769"
"2024-07-01","B","R143","1,034,528","5","212","206906.0","252,781"
"2024-07-01","B","R160","7,488,952","26","1,662","288037.0","257,889"
"2024-07-01","B","R179","1,332,238","6","318","222040.0","243,692"
"2024-07-01","A","R188-CONVERSION","1,470,239","7","380","210034.0","215,801"
"2024-07-01","A","R188-NEW","482,578","1","126","482578.0","349,597"
"2024-07-01","B","R211A","1,294,695","6","240","215783.0","254,898"
"2024-07-01","B","R211T","12,625","3","20","4208.0","17,820"
"2024-07-01","B","R46","3,268,785","105","704","31131.0","43,171"
"2024-07-01","A","R62","1,433,690","9","315","159299.0","158,252"
"2024-07-01","A","R62A","3,633,835","57","823","63751.0","83,749"
"2024-07-01","B","R68","2,130,138","24","425","88756.0","120,623"
"2024-07-01","B","R68A","859,556","10","200","85956.0","76,192"
"2024-06-01","A","R142","4,567,700","35","1,025","130506.0","180,567"
"2024-06-01","A","R142A","961,725","7","220","137389.0","138,940"
"2024-06-01","B","R143","911,608","7","212","130230.0","238,362"
"2024-06-01","B","R160","7,201,177","33","1,662","218217.0","252,924"
"2024-06-01","B","R179","1,423,003","4","318","355751.0","225,328"
"2024-06-01","A","R188-CONVERSION","1,387,094","5","380","277419.0","215,119"
"2024-06-01","A","R188-NEW","457,472","1","126","457472.0","327,788"
"2024-06-01","B","R211A","999,390","3","200","333130.0","333,130"
"2024-06-01","B","R211T","40,835","0","20",,
"2024-06-01","B","R46","3,089,963","66","704","46818.0","44,216"
"2024-06-01","A","R62","1,344,925","14","315","96066.0","154,688"
"2024-06-01","A","R62A","3,507,385","47","823","74625.0","87,821"
"2024-06-01","B","R68","2,001,162","17","425","117715.0","123,939"
"2024-06-01","B","R68A","746,772","9","200","82975.0","74,982"
"2024-05-01","A","R142","4,865,680","27","1,025","180210.0","188,421"
"2024-05-01","A","R142A","1,051,985","9","220","116887.0","142,754"
"2024-05-01","B","R143","900,656","6","212","150109.0","267,790"
"2024-05-01","B","R160","7,585,043","30","1,662","252835.0","262,151"
"2024-05-01","B","R179","1,402,123","7","318","200303.0","202,906"
"2024-05-01","A","R188-CONVERSION","1,383,260","8","380","172908.0","227,318"
"2024-05-01","A","R188-NEW","502,070","0","126",,"349,620"
"2024-05-01","B","R46","3,444,582","66","744","52191.0","43,327"
"2024-05-01","A","R62","1,372,050","12","315","114338.0","161,545"
"2024-05-01","A","R62A","3,757,977","55","823","68327.0","91,773"
"2024-05-01","B","R68","2,113,626","10","425","211363.0","123,754"
"2024-05-01","B","R68A","808,360","10","200","80836.0","76,886"
"2024-04-01","A","R142","4,598,301","23","1,025","199926.0","186,050"
"2024-04-01","A","R142A","975,430","4","220","243858.0","144,600"
"2024-04-01","B","R143","916,840","6","212","152807.0","306,746"
"2024-04-01","B","R160","7,479,992","23","1,662","325217.0","262,678"
"2024-04-01","B","R179","1,472,756","8","318","184095.0","209,823"
"2024-04-01","A","R188-CONVERSION","1,348,410","5","380","269682.0","238,937"
"2024-04-01","A","R188-NEW","475,546","2","126","237773.0","325,204"
"2024-04-01","B","R46","3,504,928","64","744","54765.0","43,477"
"2024-04-01","A","R62","1,307,015","9","315","145224.0","169,707"
"2024-04-01","A","R62A","3,763,360","48","823","78403.0","95,059"
"2024-04-01","B","R68","2,026,809","16","425","126676.0","120,391"
"2024-04-01","B","R68A","788,664","15","200","52578.0","72,359"
"2024-03-01","A","R142","4,749,753","28","1,025","169634.0","181,176"
"2024-03-01","A","R142A","957,300","9","220","106367.0","139,584"
"2024-03-01","B","R143","932,356","2","212","466178.0","323,246"
"2024-03-01","B","R160","7,892,427","41","1,662","192498.0","255,140"
"2024-03-01","B","R179","1,186,796","2","318","593398.0","218,258"
"2024-03-01","A","R188-CONVERSION","1,362,565","2","380","681283.0","235,834"
"2024-03-01","A","R188-NEW","436,831","2","126","218416.0","306,190"
"2024-03-01","B","R46","3,525,308","76","746","46386.0","43,514"
"2024-03-01","A","R62","1,368,140","3","315","456047.0","171,201"
"2024-03-01","A","R62A","3,652,109","52","823","70233.0","99,898"
"2024-03-01","B","R68","2,007,426","15","425","133828.0","120,074"
"2024-03-01","B","R68A","784,864","6","200","130811.0","74,571"
"2024-02-01","A","R142","4,451,565","30","1,025","148386.0","183,914"
"2024-02-01","A","R142A","918,625","7","220","131232.0","151,501"
"2024-02-01","B","R143","893,456","1","212","893456.0","331,203"
"2024-02-01","B","R160","6,807,380","28","1,662","243121.0","260,404"
"2024-02-01","B","R179","1,151,090","6","318","191848.0","210,453"
"2024-02-01","A","R188-CONVERSION","1,320,150","6","380","220025.0","226,817"
"2024-02-01","A","R188-NEW","459,194","0","126",,"345,270"
"2024-02-01","B","R46","3,344,240","68","746","49180.0","43,776"
"2024-02-01","A","R62","1,181,880","10","315","118188.0","165,583"
"2024-02-01","A","R62A","3,481,774","42","824","82899.0","106,602"
"2024-02-01","B","R68","1,860,099","19","425","97900.0","118,218"
"2024-02-01","B","R68A","745,416","15","200","49694.0","67,756"
"2024-01-01","A","R142","4,770,527","21","1,025","227168.0","177,786"
"2024-01-01","A","R142A","958,020","7","220","136860.0","157,616"
"2024-01-01","B","R143","972,812","0","212",,"339,748"
"2024-01-01","B","R160","7,780,217","30","1,662","259341.0","257,736"
"2024-01-01","B","R179","1,260,488","6","318","210081.0","218,421"
"2024-01-01","A","R188-CONVERSION","1,224,940","7","380","174991.0","228,184"
"2024-01-01","A","R188-NEW","407,784","2","126","203892.0","340,291"
"2024-01-01","B","R46","3,589,256","87","746","41256.0","44,127"
"2024-01-01","A","R62","1,374,420","6","315","229070.0","172,338"
"2024-01-01","A","R62A","3,647,793","54","824","67552.0","110,723"
"2024-01-01","B","R68","2,073,128","11","425","188466.0","121,785"
"2024-01-01","B","R68A","782,884","7","200","111841.0","68,904"
"2023-12-01","A","R142","4,670,055","24","1,025","194586.0","176,132"
"2023-12-01","A","R142A","1,001,215","8","220","125152.0","166,907"
"2023-12-01","B","R143","964,368","7","212","137767.0","276,233"
"2023-12-01","B","R160","7,096,555","20","1,662","354828.0","253,614"
"2023-12-01","B","R179","1,120,134","6","318","186689.0","228,505"
